"State","Metal.Level","variable","value","year","age"
"WI","Bronze","21",215.823246511628,"2016",21
"WI","Catastrophic","21",173.731028806584,"2016",21
"WI","Gold","21",323.712708618331,"2016",21
"WI","Platinum","21",403.824222222222,"2016",21
"WI","Silver","21",258.597216066482,"2016",21
"WV","Bronze","21",178.960060606061,"2016",21
"WV","Catastrophic","21",160.984363636364,"2016",21
"WV","Gold","21",258.649345454545,"2016",21
"WV","Silver","21",213.860727272727,"2016",21
"WY","Bronze","21",305.705652173913,"2016",21
"WY","Catastrophic","21",278.626956521739,"2016",21
"WY","Gold","21",388.262086956522,"2016",21
"WY","Platinum","21",419.227173913043,"2016",21
"WY","Silver","21",341.790695652174,"2016",21
"AK","Bronze","27",296.753315649867,"2016",27
"AK","Catastrophic","27",236,"2016",27
"AK","Gold","27",413.797413793103,"2016",27
"AK","Silver","27",358.119363395225,"2016",27
"AL","Bronze","27",159.408428571429,"2016",27
"AL","Catastrophic","27",137.041571428571,"2016",27
"AL","Gold","27",254.374525547445,"2016",27
"AL","Platinum","27",304.025428571429,"2016",27
"AL","Silver","27",202.314890510949,"2016",27
"AR","Bronze","27",213.203064516129,"2016",27
"AR","Catastrophic","27",152.661081081081,"2016",27
"AR","Gold","27",311.642844036697,"2016",27
"AR","Silver","27",269.404915254237,"2016",27
"AZ","Bronze","27",223.355890909091,"2016",27
"AZ","Catastrophic","27",170.242380952381,"2016",27
"AZ","Gold","27",310.171327913279,"2016",27
"AZ","Platinum","27",262.316016949153,"2016",27
"AZ","Silver","27",268.285659955257,"2016",27
"DE","Bronze","27",210.9725,"2016",27
"DE","Catastrophic","27",154.81,"2016",27
"DE","Gold","27",297.688888888889,"2016",27
"DE","Platinum","27",345.81,"2016",27
"DE","Silver","27",250.418,"2016",27
"FL","Bronze","27",222.166381461676,"2016",27
"FL","Catastrophic","27",175.499361702128,"2016",27
"FL","Gold","27",289.081551724138,"2016",27
"FL","Platinum","27",316.019688826025,"2016",27
"FL","Silver","27",260.88245243129,"2016",27
"GA","Bronze","27",234.702105263158,"2016",27
"GA","Catastrophic","27",174.400428571429,"2016",27
"GA","Gold","27",343.032048346056,"2016",27
"GA","Platinum","27",270.369139784946,"2016",27
"GA","Silver","27",281.24348534202,"2016",27
"IA","Bronze","27",192.188854415274,"2016",27
"IA","Catastrophic","27",154.449755501222,"2016",27
"IA","Gold","27",270.388579626973,"2016",27
"IA","Platinum","27",324.061740614334,"2016",27
"IA","Silver","27",238.869917355372,"2016",27
"IL","Bronze","27",195.263611111111,"2016",27
"IL","Catastrophic","27",155.783184713376,"2016",27
"IL","Gold","27",298.826785454545,"2016",27
"IL","Platinum","27",325.9184,"2016",27
"IL","Silver","27",259.721613119143,"2016",27
"IN","Bronze","27",225.634538860104,"2016",27
"IN","Catastrophic","27",178.704090909091,"2016",27
"IN","Gold","27",358.147293064877,"2016",27
"IN","Silver","27",278.452804377565,"2016",27
"KS","Bronze","27",170.105990888383,"2016",27
"KS","Catastrophic","27",123.58962962963,"2016",27
"KS","Gold","27",245.008506417736,"2016",27
"KS","Platinum","27",299.778203883495,"2016",27
"KS","Silver","27",206.322430307362,"2016",27
"LA","Bronze","27",206.984085667216,"2016",27
"LA","Catastrophic","27",153.45931372549,"2016",27
"LA","Gold","27",304.182881889764,"2016",27
"LA","Platinum","27",340.415559440559,"2016",27
"LA","Silver","27",270.318698517298,"2016",27
"ME","Bronze","27",245.189107142857,"2016",27
"ME","Catastrophic","27",196.685,"2016",27
"ME","Gold","27",375.8790625,"2016",27
"ME","Silver","27",292.681770833333,"2016",27
"MI","Bronze","27",195.609581005587,"2016",27
"MI","Catastrophic","27",157.950505836576,"2016",27
"MI","Gold","27",309.143982869379,"2016",27
"MI","Platinum","27",305.5925,"2016",27
"MI","Silver","27",259.676155419223,"2016",27
"MO","Bronze","27",208.882066752246,"2016",27
"MO","Catastrophic","27",144.76763546798,"2016",27
"MO","Gold","27",329.125284738041,"2016",27
"MO","Silver","27",258.917350800582,"2016",27
"MS","Bronze","27",253.376927374302,"2016",27
"MS","Catastrophic","27",198.26225,"2016",27
"MS","Gold","27",361.373198757764,"2016",27
"MS","Platinum","27",286.9325,"2016",27
"MS","Silver","27",305.14438547486,"2016",27
"MT","Bronze","27",183.228638392857,"2016",27
"MT","Catastrophic","27",164.407083333333,"2016",27
"MT","Gold","27",256.159107142857,"2016",27
"MT","Platinum","27",254.075714285714,"2016",27
"MT","Silver","27",219.388125,"2016",27
"NC","Bronze","27",213.945170940171,"2016",27
"NC","Catastrophic","27",151.354882352941,"2016",27
"NC","Gold","27",312.734497487437,"2016",27
"NC","Platinum","27",357.44078125,"2016",27
"NC","Silver","27",261.886713554987,"2016",27
"ND","Bronze","27",198.352,"2016",27
"ND","Catastrophic","27",160.053933333333,"2016",27
"ND","Gold","27",271.875,"2016",27
"ND","Silver","27",242.192,"2016",27
"NE","Bronze","27",200.459764603313,"2016",27
"NE","Catastrophic","27",145.476161971831,"2016",27
"NE","Gold","27",265.098903394256,"2016",27
"NE","Platinum","27",257.64752688172,"2016",27
"NE","Silver","27",234.151443298969,"2016",27
"NH","Bronze","27",196.576,"2016",27
"NH","Catastrophic","27",157.19,"2016",27
"NH","Gold","27",293.225,"2016",27
"NH","Silver","27",237.44,"2016",27
"NJ","Bronze","27",275.829677419355,"2016",27
"NJ","Catastrophic","27",217.654819277108,"2016",27
"NJ","Gold","27",366.183629032258,"2016",27
"NJ","Platinum","27",478.01,"2016",27
"NJ","Silver","27",306.035595238095,"2016",27
"OH","Bronze","27",215.857608695652,"2016",27
"OH","Catastrophic","27",153.591317829457,"2016",27
"OH","Gold","27",301.085652173913,"2016",27
"OH","Platinum","27",232.705,"2016",27
"OH","Silver","27",257.392901554404,"2016",27
"OK","Bronze","27",166.477726618705,"2016",27
"OK","Catastrophic","27",144.83450867052,"2016",27
"OK","Gold","27",262.915828488372,"2016",27
"OK","Platinum","27",312.382121212121,"2016",27
"OK","Silver","27",211.597138728324,"2016",27
"PA","Bronze","27",190.60731078905,"2016",27
"PA","Catastrophic","27",148.620035971223,"2016",27
"PA","Gold","27",258.381781326781,"2016",27
"PA","Platinum","27",267.529893048128,"2016",27
"PA","Silver","27",219.124812785388,"2016",27
"SC","Bronze","27",216.672457142857,"2016",27
"SC","Catastrophic","27",191.100723684211,"2016",27
"SC","Gold","27",298.683770491803,"2016",27
"SC","Silver","27",256.612544169611,"2016",27
"SD","Bronze","27",267.287398989899,"2016",27
"SD","Catastrophic","27",196.625202020202,"2016",27
"SD","Gold","27",366.359179292929,"2016",27
"SD","Platinum","27",321.721060606061,"2016",27
"SD","Silver","27",299.301596736597,"2016",27
"TN","Bronze","27",151.47940688019,"2016",27
"TN","Catastrophic","27",168.966195652174,"2016",27
"TN","Gold","27",254.65044576523,"2016",27
"TN","Platinum","27",300.577488584475,"2016",27
"TN","Silver","27",197.206585743802,"2016",27
"TX","Bronze","27",178.634196473552,"2016",27
"TX","Catastrophic","27",170.227299465241,"2016",27
"TX","Gold","27",282.307311522048,"2016",27
"TX","Platinum","27",265.3505,"2016",27
"TX","Silver","27",235.831934617107,"2016",27
"UT","Bronze","27",198.98254509018,"2016",27
"UT","Catastrophic","27",179.841565217391,"2016",27
"UT","Gold","27",275.453917050691,"2016",27
"UT","Platinum","27",212.01,"2016",27
"UT","Silver","27",241.463036253776,"2016",27
"VA","Bronze","27",619.42982197355,"2016",27
"VA","Catastrophic","27",618.269926873857,"2016",27
"VA","Gold","27",600.718891509434,"2016",27
"VA","Platinum","27",386.74,"2016",27
"VA","Silver","27",499.824041867955,"2016",27
"WI","Bronze","27",226.182911627907,"2016",27
"WI","Catastrophic","27",182.071069958848,"2016",27
"WI","Gold","27",339.250902872777,"2016",27
"WI","Platinum","27",423.208044444444,"2016",27
"WI","Silver","27",271.009847645429,"2016",27
"WV","Bronze","27",187.549757575758,"2016",27
"WV","Catastrophic","27",168.710545454545,"2016",27
"WV","Gold","27",271.064072727273,"2016",27
"WV","Silver","27",224.126545454545,"2016",27
"WY","Bronze","27",320.323804347826,"2016",27
"WY","Catastrophic","27",291.947826086957,"2016",27
"WY","Gold","27",406.878086956522,"2016",27
"WY","Platinum","27",439.351739130435,"2016",27
"WY","Silver","27",358.180260869565,"2016",27
"AK","Bronze","30",321.350132625995,"2016",30
"AK","Catastrophic","30",256,"2016",30
"AK","Gold","30",448,"2016",30
"AK","Silver","30",387.946949602122,"2016",30
"AL","Bronze","30",172.644285714286,"2016",30
"AL","Catastrophic","30",148.42,"2016",30
"AL","Gold","30",275.492116788321,"2016",30
"AL","Platinum","30",329.259,"2016",30
"AL","Silver","30",219.111605839416,"2016",30
"AR","Bronze","30",230.903403225806,"2016",30
"AR","Catastrophic","30",165.333175675676,"2016",30
"AR","Gold","30",337.513009174312,"2016",30
"AR","Silver","30",291.769788135593,"2016",30
"AZ","Bronze","30",241.824509090909,"2016",30
"AZ","Catastrophic","30",184.232261904762,"2016",30
"AZ","Gold","30",335.906775067751,"2016",30
"AZ","Platinum","30",284.092203389831,"2016",30
"AZ","Silver","30",290.586979865772,"2016",30
"DE","Bronze","30",228.4875,"2016",30
"DE","Catastrophic","30",167.66,"2016",30
"DE","Gold","30",322.402222222222,"2016",30
"DE","Platinum","30",374.52,"2016",30
"DE","Silver","30",271.208,"2016",30
"FL","Bronze","30",240.6111942959,"2016",30
"FL","Catastrophic","30",190.066595744681,"2016",30
"FL","Gold","30",313.08250862069,"2016",30
"FL","Platinum","30",342.254045261669,"2016",30
"FL","Silver","30",282.539006342495,"2016",30
"GA","Bronze","30",254.171067457376,"2016",30
"GA","Catastrophic","30",188.833892857143,"2016",30
"GA","Gold","30",371.538982188295,"2016",30
"GA","Platinum","30",292.81376344086,"2016",30
"GA","Silver","30",304.58503257329,"2016",30
"IA","Bronze","30",208.142744630072,"2016",30
"IA","Catastrophic","30",167.270268948655,"2016",30
"IA","Gold","30",292.836169296987,"2016",30
"IA","Platinum","30",350.964812286689,"2016",30
"IA","Silver","30",258.699090909091,"2016",30
"IL","Bronze","30",211.46873015873,"2016",30
"IL","Catastrophic","30",168.719458598726,"2016",30
"IL","Gold","30",323.634130909091,"2016",30
"IL","Platinum","30",352.9748,"2016",30
"IL","Silver","30",281.284919678715,"2016",30
"IN","Bronze","30",244.368735751295,"2016",30
"IN","Catastrophic","30",193.542954545455,"2016",30
"IN","Gold","30",387.881677852349,"2016",30
"IN","Silver","30",301.571176470588,"2016",30
"KS","Bronze","30",184.227835990888,"2016",30
"KS","Catastrophic","30",133.848277777778,"2016",30
"KS","Gold","30",265.348494749125,"2016",30
"KS","Platinum","30",324.662087378641,"2016",30
"KS","Silver","30",223.450528949249,"2016",30
"LA","Bronze","30",224.168154859967,"2016",30
"LA","Catastrophic","30",166.197058823529,"2016",30
"LA","Gold","30",329.434992125984,"2016",30
"LA","Platinum","30",368.67486013986,"2016",30
"LA","Silver","30",292.760642504119,"2016",30
"ME","Bronze","30",265.544285714286,"2016",30
"ME","Catastrophic","30",213.0134375,"2016",30
"ME","Gold","30",407.08109375,"2016",30
"ME","Silver","30",316.979270833333,"2016",30
"MI","Bronze","30",211.847737430168,"2016",30
"MI","Catastrophic","30",171.063463035019,"2016",30
"MI","Gold","30",334.807773019272,"2016",30
"MI","Platinum","30",330.9625,"2016",30
"MI","Silver","30",281.233885480573,"2016",30
"MO","Bronze","30",226.222259306804,"2016",30
"MO","Catastrophic","30",156.784088669951,"2016",30
"MO","Gold","30",356.446514806378,"2016",30
"MO","Silver","30",280.411615720524,"2016",30
"MS","Bronze","30",274.410363128492,"2016",30
"MS","Catastrophic","30",214.7185,"2016",30
"MS","Gold","30",391.374627329193,"2016",30
"MS","Platinum","30",310.745,"2016",30
"MS","Silver","30",330.475418994413,"2016",30
"MT","Bronze","30",198.491607142857,"2016",30
"MT","Catastrophic","30",177.994226190476,"2016",30
"MT","Gold","30",277.387193877551,"2016",30
"MT","Platinum","30",275.168571428571,"2016",30
"MT","Silver","30",237.594571428571,"2016",30
"NC","Bronze","30",231.704786324786,"2016",30
"NC","Catastrophic","30",163.920705882353,"2016",30
"NC","Gold","30",338.696155778894,"2016",30
"NC","Platinum","30",387.1146875,"2016",30
"NC","Silver","30",283.62699488491,"2016",30
"ND","Bronze","30",214.816,"2016",30
"ND","Catastrophic","30",173.342866666667,"2016",30
"ND","Gold","30",294.44375,"2016",30
"ND","Silver","30",262.298,"2016",30
"NE","Bronze","30",217.101656495205,"2016",30
"NE","Catastrophic","30",157.553978873239,"2016",30
"NE","Gold","30",287.10592689295,"2016",30
"NE","Platinum","30",279.039462365591,"2016",30
"NE","Silver","30",253.589979381443,"2016",30
"NH","Bronze","30",212.896,"2016",30
"NH","Catastrophic","30",170.24,"2016",30
"NH","Gold","30",317.565,"2016",30
"NH","Silver","30",257.15,"2016",30
"NJ","Bronze","30",298.728225806452,"2016",30
"NJ","Catastrophic","30",235.723855421687,"2016",30
"NJ","Gold","30",396.582016129032,"2016",30
"NJ","Platinum","30",517.69,"2016",30
"NJ","Silver","30",331.4425,"2016",30
"OH","Bronze","30",233.777940503432,"2016",30
"OH","Catastrophic","30",166.341744186047,"2016",30
"OH","Gold","30",326.082173913044,"2016",30
"OH","Platinum","30",252.01,"2016",30
"OH","Silver","30",278.761450777202,"2016",30
"OK","Bronze","30",180.297482014388,"2016",30
"OK","Catastrophic","30",156.850057803468,"2016",30
"OK","Gold","30",284.739534883721,"2016",30
"OK","Platinum","30",338.314166666667,"2016",30
"OK","Silver","30",229.173265895954,"2016",30
"PA","Bronze","30",206.38847020934,"2016",30
"PA","Catastrophic","30",160.922410071942,"2016",30
"PA","Gold","30",279.770405405405,"2016",30
"PA","Platinum","30",289.630374331551,"2016",30
"PA","Silver","30",237.253598173516,"2016",30
"SC","Bronze","30",234.659228571429,"2016",30
"SC","Catastrophic","30",206.965526315789,"2016",30
"SC","Gold","30",323.479344262295,"2016",30
"SC","Silver","30",277.915706713781,"2016",30
"SD","Bronze","30",289.475631313131,"2016",30
"SD","Catastrophic","30",212.948181818182,"2016",30
"SD","Gold","30",396.772323232323,"2016",30
"SD","Platinum","30",348.426363636364,"2016",30
"SD","Silver","30",324.148053613054,"2016",30
"TN","Bronze","30",164.053985765125,"2016",30
"TN","Catastrophic","30",182.994891304348,"2016",30
"TN","Gold","30",275.789799405646,"2016",30
"TN","Platinum","30",325.533949771689,"2016",30
"TN","Silver","30",213.577443181818,"2016",30
"TX","Bronze","30",193.453098236776,"2016",30
"TX","Catastrophic","30",184.337727272727,"2016",30
"TX","Gold","30",305.740516832622,"2016",30
"TX","Platinum","30",287.3855,"2016",30
"TX","Silver","30",255.406869682042,"2016",30
"UT","Bronze","30",198.98254509018,"2016",30
"UT","Catastrophic","30",179.841565217391,"2016",30
"UT","Gold","30",275.453917050691,"2016",30
"UT","Platinum","30",212.01,"2016",30
"UT","Silver","30",241.463036253776,"2016",30
"VA","Bronze","30",670.850335707019,"2016",30
"VA","Catastrophic","30",669.56239488117,"2016",30
"VA","Gold","30",650.573278301887,"2016",30
"VA","Platinum","30",418.84,"2016",30
"VA","Silver","30",541.29345410628,"2016",30
"WI","Bronze","30",244.959739534884,"2016",30
"WI","Catastrophic","30",197.185884773663,"2016",30
"WI","Gold","30",367.414172366621,"2016",30
"WI","Platinum","30",458.3404,"2016",30
"WI","Silver","30",293.507361495845,"2016",30
"WV","Bronze","30",203.120363636364,"2016",30
"WV","Catastrophic","30",182.716363636364,"2016",30
"WV","Gold","30",293.566181818182,"2016",30
"WV","Silver","30",242.732181818182,"2016",30
"WY","Bronze","30",346.905869565217,"2016",30
"WY","Catastrophic","30",316.161956521739,"2016",30
"WY","Gold","30",440.663652173913,"2016",30
"WY","Platinum","30",475.825217391304,"2016",30
"WY","Silver","30",387.912695652174,"2016",30
"AK","Bronze","40",361.978779840849,"2016",40
"AK","Catastrophic","40",288,"2016",40
"AK","Gold","40",504.478448275862,"2016",40
"AK","Silver","40",436.769230769231,"2016",40
"AL","Bronze","40",194.393571428571,"2016",40
"AL","Catastrophic","40",167.117142857143,"2016",40
"AL","Gold","40",310.202554744526,"2016",40
"AL","Platinum","40",370.745,"2016",40
"AL","Silver","40",246.716204379562,"2016",40
"AR","Bronze","40",259.994564516129,"2016",40
"AR","Catastrophic","40",186.164459459459,"2016",40
"AR","Gold","40",380.037211009174,"2016",40
"AR","Silver","40",328.530360169492,"2016",40
"AZ","Bronze","40",272.309163636364,"2016",40
"AZ","Catastrophic","40",207.50869047619,"2016",40
"AZ","Gold","40",378.226666666667,"2016",40
"AZ","Platinum","40",319.885084745763,"2016",40
"AZ","Silver","40",327.194340044743,"2016",40
"DE","Bronze","40",257.2725,"2016",40
"DE","Catastrophic","40",188.785,"2016",40
"DE","Gold","40",363.021111111111,"2016",40
"DE","Platinum","40",421.7,"2016",40
"DE","Silver","40",305.378,"2016",40
"FL","Bronze","40",270.925606060606,"2016",40
"FL","Catastrophic","40",214.010638297872,"2016",40
"FL","Gold","40",352.528318965517,"2016",40
"FL","Platinum","40",385.375190947666,"2016",40
"FL","Silver","40",318.136222692037,"2016",40
"GA","Bronze","40",286.186419570052,"2016",40
"GA","Catastrophic","40",212.684107142857,"2016",40
"GA","Gold","40",418.331348600509,"2016",40
"GA","Platinum","40",329.708494623656,"2016",40
"GA","Silver","40",342.970325732899,"2016",40
"IA","Bronze","40",234.367601431981,"2016",40
"IA","Catastrophic","40",188.346405867971,"2016",40
"IA","Gold","40",329.730286944046,"2016",40
"IA","Platinum","40",395.182559726962,"2016",40
"IA","Silver","40",291.293837072019,"2016",40
"IL","Bronze","40",238.111994047619,"2016",40
"IL","Catastrophic","40",189.968694267516,"2016",40
"IL","Gold","40",364.408683636364,"2016",40
"IL","Platinum","40",397.4408,"2016",40
"IL","Silver","40",316.722623828648,"2016",40
"IN","Bronze","40",275.166455958549,"2016",40
"IN","Catastrophic","40",217.944318181818,"2016",40
"IN","Gold","40",436.760290827741,"2016",40
"IN","Silver","40",339.575321477428,"2016",40
"KS","Bronze","40",207.439339407745,"2016",40
"KS","Catastrophic","40",150.713,"2016",40
"KS","Gold","40",298.779276546091,"2016",40
"KS","Platinum","40",365.566796116505,"2016",40
"KS","Silver","40",251.603695496783,"2016",40
"LA","Bronze","40",252.410823723229,"2016",40
"LA","Catastrophic","40",187.137450980392,"2016",40
"LA","Gold","40",370.940440944882,"2016",40
"LA","Platinum","40",415.125524475524,"2016",40
"LA","Silver","40",329.645057660626,"2016",40
"ME","Bronze","40",298.999910714286,"2016",40
"ME","Catastrophic","40",239.850625,"2016",40
"ME","Gold","40",458.3696875,"2016",40
"ME","Silver","40",356.915833333333,"2016",40
"MI","Bronze","40",238.539217877095,"2016",40
"MI","Catastrophic","40",192.61579766537,"2016",40
"MI","Gold","40",376.990428265525,"2016",40
"MI","Platinum","40",372.6625,"2016",40
"MI","Silver","40",316.667198364008,"2016",40
"MO","Bronze","40",254.723812580231,"2016",40
"MO","Catastrophic","40",176.53802955665,"2016",40
"MO","Gold","40",401.356013667426,"2016",40
"MO","Silver","40",315.740072780204,"2016",40
"MS","Bronze","40",308.988296089385,"2016",40
"MS","Catastrophic","40",241.78725,"2016",40
"MS","Gold","40",440.687080745342,"2016",40
"MS","Platinum","40",349.9225,"2016",40
"MS","Silver","40",372.118351955307,"2016",40
"MT","Bronze","40",223.483392857143,"2016",40
"MT","Catastrophic","40",200.415714285714,"2016",40
"MT","Gold","40",312.402474489796,"2016",40
"MT","Platinum","40",309.835714285714,"2016",40
"MT","Silver","40",267.587,"2016",40
"NC","Bronze","40",260.897777777778,"2016",40
"NC","Catastrophic","40",184.573117647059,"2016",40
"NC","Gold","40",381.369296482412,"2016",40
"NC","Platinum","40",435.885078125,"2016",40
"NC","Silver","40",319.361662404092,"2016",40
"ND","Bronze","40",241.88,"2016",40
"ND","Catastrophic","40",195.181866666667,"2016",40
"ND","Gold","40",331.54125,"2016",40
"ND","Silver","40",295.346,"2016",40
"NE","Bronze","40",244.455196163906,"2016",40
"NE","Catastrophic","40",177.403063380282,"2016",40
"NE","Gold","40",323.278903394256,"2016",40
"NE","Platinum","40",314.189892473118,"2016",40
"NE","Silver","40",285.538783505155,"2016",40
"NH","Bronze","40",239.716,"2016",40
"NH","Catastrophic","40",191.69,"2016",40
"NH","Gold","40",357.58,"2016",40
"NH","Silver","40",289.55,"2016",40
"NJ","Bronze","40",336.36314516129,"2016",40
"NJ","Catastrophic","40",265.422048192771,"2016",40
"NJ","Gold","40",446.549677419355,"2016",40
"NJ","Platinum","40",582.91,"2016",40
"NJ","Silver","40",373.198571428571,"2016",40
"OH","Bronze","40",263.23180778032,"2016",40
"OH","Catastrophic","40",187.299496124031,"2016",40
"OH","Gold","40",367.165108695652,"2016",40
"OH","Platinum","40",283.775,"2016",40
"OH","Silver","40",313.882940414508,"2016",40
"OK","Bronze","40",203.022992805755,"2016",40
"OK","Catastrophic","40",176.577687861272,"2016",40
"OK","Gold","40",320.611918604651,"2016",40
"OK","Platinum","40",380.941363636364,"2016",40
"OK","Silver","40",258.05338150289,"2016",40
"PA","Bronze","40",232.427826086957,"2016",40
"PA","Catastrophic","40",181.227482014388,"2016",40
"PA","Gold","40",315.064164619165,"2016",40
"PA","Platinum","40",326.204064171123,"2016",40
"PA","Silver","40",267.197826484018,"2016",40
"SC","Bronze","40",264.224228571429,"2016",40
"SC","Catastrophic","40",233.040657894737,"2016",40
"SC","Gold","40",364.234139344262,"2016",40
"SC","Silver","40",312.930441696113,"2016",40
"SD","Bronze","40",325.947929292929,"2016",40
"SD","Catastrophic","40",239.77803030303,"2016",40
"SD","Gold","40",446.764558080808,"2016",40
"SD","Platinum","40",392.331212121212,"2016",40
"SD","Silver","40",364.987121212121,"2016",40
"TN","Bronze","40",184.723511269276,"2016",40
"TN","Catastrophic","40",206.050652173913,"2016",40
"TN","Gold","40",310.536716196137,"2016",40
"TN","Platinum","40",366.544931506849,"2016",40
"TN","Silver","40",240.485800619835,"2016",40
"TX","Bronze","40",217.83801511335,"2016",40
"TX","Catastrophic","40",207.571898395722,"2016",40
"TX","Gold","40",344.266107159791,"2016",40
"TX","Platinum","40",323.581,"2016",40
"TX","Silver","40",287.58302731751,"2016",40
"UT","Bronze","40",211.72376753507,"2016",40
"UT","Catastrophic","40",191.356434782609,"2016",40
"UT","Gold","40",293.090414746544,"2016",40
"UT","Platinum","40",225.58,"2016",40
"UT","Silver","40",256.922975830816,"2016",40
"VA","Bronze","40",755.353936927772,"2016",40
"VA","Catastrophic","40",753.916983546618,"2016",40
"VA","Gold","40",732.53891509434,"2016",40
"VA","Platinum","40",471.615,"2016",40
"VA","Silver","40",609.473180354267,"2016",40
"WI","Bronze","40",275.822213953488,"2016",40
"WI","Catastrophic","40",222.029547325103,"2016",40
"WI","Gold","40",413.704528043776,"2016",40
"WI","Platinum","40",516.087111111111,"2016",40
"WI","Silver","40",330.487174515235,"2016",40
"WV","Bronze","40",228.71296969697,"2016",40
"WV","Catastrophic","40",205.74,"2016",40
"WV","Gold","40",330.554654545455,"2016",40
"WV","Silver","40",273.315818181818,"2016",40
"WY","Bronze","40",390.623695652174,"2016",40
"WY","Catastrophic","40",355.995869565217,"2016",40
"WY","Gold","40",496.181913043478,"2016",40
"WY","Platinum","40",535.766956521739,"2016",40
"WY","Silver","40",436.804782608696,"2016",40
"AK","Bronze","50",505.665782493369,"2016",50
"AK","Catastrophic","50",402,"2016",50
"AK","Gold","50",705.068965517241,"2016",50
"AK","Silver","50",610.416445623342,"2016",50
"AL","Bronze","50",271.668142857143,"2016",50
"AL","Catastrophic","50",233.550571428571,"2016",50
"AL","Gold","50",433.509343065693,"2016",50
"AL","Platinum","50",518.115285714286,"2016",50
"AL","Silver","50",344.78496350365,"2016",50
"AR","Bronze","50",363.341274193548,"2016",50
"AR","Catastrophic","50",260.164797297297,"2016",50
"AR","Gold","50",531.101137614679,"2016",50
"AR","Silver","50",459.118177966102,"2016",50
"AZ","Bronze","50",380.530072727273,"2016",50
"AZ","Catastrophic","50",290.025833333333,"2016",50
"AZ","Gold","50",528.552601626016,"2016",50
"AZ","Platinum","50",447.038050847458,"2016",50
"AZ","Silver","50",457.217583892617,"2016",50
"DE","Bronze","50",359.54,"2016",50
"DE","Catastrophic","50",263.83,"2016",50
"DE","Gold","50",507.321111111111,"2016",50
"DE","Platinum","50",589.33,"2016",50
"DE","Silver","50",426.764,"2016",50
"FL","Bronze","50",378.620499108734,"2016",50
"FL","Catastrophic","50",299.074609929078,"2016",50
"FL","Gold","50",492.656956896552,"2016",50
"FL","Platinum","50",538.560169731259,"2016",50
"FL","Silver","50",444.596610288936,"2016",50
"GA","Bronze","50",399.960711638251,"2016",50
"GA","Catastrophic","50",297.254642857143,"2016",50
"GA","Gold","50",584.620572519084,"2016",50
"GA","Platinum","50",460.783548387097,"2016",50
"GA","Silver","50",479.317947882736,"2016",50
"IA","Bronze","50",327.526933174224,"2016",50
"IA","Catastrophic","50",263.213178484108,"2016",50
"IA","Gold","50",460.79787661406,"2016",50
"IA","Platinum","50",552.266552901024,"2016",50
"IA","Silver","50",407.080590318772,"2016",50
"IL","Bronze","50",332.758045634921,"2016",50
"IL","Catastrophic","50",265.490445859873,"2016",50
"IL","Gold","50",509.260501818182,"2016",50
"IL","Platinum","50",555.43,"2016",50
"IL","Silver","50",442.619544846051,"2016",50
"IN","Bronze","50",384.509751295337,"2016",50
"IN","Catastrophic","50",304.522121212121,"2016",50
"IN","Gold","50",610.340290827741,"2016",50
"IN","Silver","50",474.526320109439,"2016",50
"KS","Bronze","50",289.894874715262,"2016",50
"KS","Catastrophic","50",210.619296296296,"2016",50
"KS","Gold","50",417.543290548425,"2016",50
"KS","Platinum","50",510.877427184466,"2016",50
"KS","Silver","50",351.613745532523,"2016",50
"LA","Bronze","50",352.742306425041,"2016",50
"LA","Catastrophic","50",261.524117647059,"2016",50
"LA","Gold","50",518.387811023622,"2016",50
"LA","Platinum","50",580.134020979021,"2016",50
"LA","Silver","50",460.678204283361,"2016",50
"ME","Bronze","50",417.852946428571,"2016",50
"ME","Catastrophic","50",335.1890625,"2016",50
"ME","Gold","50",640.5684375,"2016",50
"ME","Silver","50",498.79,"2016",50
"MI","Bronze","50",333.357402234637,"2016",50
"MI","Catastrophic","50",269.179766536965,"2016",50
"MI","Gold","50",526.8426124197,"2016",50
"MI","Platinum","50",520.796666666667,"2016",50
"MI","Silver","50",442.540756646217,"2016",50
"MO","Bronze","50",355.976418485238,"2016",50
"MO","Catastrophic","50",246.711133004926,"2016",50
"MO","Gold","50",560.893804100228,"2016",50
"MO","Silver","50",441.245647743814,"2016",50
"MS","Bronze","50",431.807458100559,"2016",50
"MS","Catastrophic","50",337.88425,"2016",50
"MS","Gold","50",615.855559006211,"2016",50
"MS","Platinum","50",488.995,"2016",50
"MS","Silver","50",520.029636871508,"2016",50
"MT","Bronze","50",312.281517857143,"2016",50
"MT","Catastrophic","50",279.996785714286,"2016",50
"MT","Gold","50",436.601479591837,"2016",50
"MT","Platinum","50",432.997142857143,"2016",50
"MT","Silver","50",373.867892857143,"2016",50
"NC","Bronze","50",364.603183760684,"2016",50
"NC","Catastrophic","50",257.941764705882,"2016",50
"NC","Gold","50",532.961884422111,"2016",50
"NC","Platinum","50",609.148828125,"2016",50
"NC","Silver","50",446.306253196931,"2016",50
"ND","Bronze","50",338.028,"2016",50
"ND","Catastrophic","50",272.762533333333,"2016",50
"ND","Gold","50",463.3275,"2016",50
"ND","Silver","50",412.742,"2016",50
"NE","Bronze","50",341.625344376635,"2016",50
"NE","Catastrophic","50",247.920915492958,"2016",50
"NE","Gold","50",451.780182767624,"2016",50
"NE","Platinum","50",439.080430107527,"2016",50
"NE","Silver","50",399.040639175258,"2016",50
